dataset_id,label,src_id,source_file,source_row
402,1,0d21c0db20fe829d,dataset/phishing/Nazario_5.csv,2877
403,1,32fadec5f67ee1bb,dataset/phishing/phishing_2024.csv,297
404,1,b383ef861c9e2716,dataset/phishing/phishing.csv,469
405,0,rodrique-r/_sent_mail/511.,dataset/legitimo/emails.csv,
406,0,dean-c/deleted_items/297.,dataset/legitimo/emails.csv,
407,1,5b0c84f9dcf003e5,dataset/phishing/phishing.csv,411
408,0,baughman-d/ubsw_energy/it/1.,dataset/legitimo/emails.csv,
409,0,thomas-p/deleted_items/219.,dataset/legitimo/emails.csv,
410,1,d35c8c1705dd4a00,dataset/phishing/phishing_2024.csv,177
411,1,14d33bbce522d813,dataset/phishing/phishing_2024.csv,348
412,0,badeer-r/_sent_mail/21.,dataset/legitimo/emails.csv,
413,1,efb86876dc96da2d,dataset/phishing/Nazario_5.csv,1860
414,1,618f3cdc4d808eec,dataset/phishing/phishing.csv,75
415,0,guzman-m/_sent_mail/58.,dataset/legitimo/emails.csv,
416,1,5e356ec5b40c10ab,dataset/phishing/phishing.csv,294
417,1,1b66e0f6dcb89f0d,dataset/phishing/phishing.csv,54
418,1,ed444b9a43533422,dataset/phishing/phishing.csv,219
419,0,arnold-j/_sent_mail/591.,dataset/legitimo/emails.csv,
420,1,53c6974cbd3762ac,dataset/phishing/phishing_2024.csv,247
421,1,ad8f413454793eed,dataset/phishing/phishing.csv,374
422,0,mann-k/all_documents/6384.,dataset/legitimo/emails.csv,
423,1,d995c31dbcb61cf1,dataset/phishing/phishing_2024.csv,182
424,0,grigsby-m/_sent_mail/253.,dataset/legitimo/emails.csv,
425,0,dasovich-j/all_documents/10627.,dataset/legitimo/emails.csv,
426,0,donohoe-t/all_documents/175.,dataset/legitimo/emails.csv,
427,0,beck-s/all_documents/1.,dataset/legitimo/emails.csv,
428,0,holst-k/deleted_items/162.,dataset/legitimo/emails.csv,
429,0,shackleton-s/all_documents/8718.,dataset/legitimo/emails.csv,
430,1,e50e06967447992d,dataset/phishing/phishing.csv,476
431,0,jones-t/all_documents/3954.,dataset/legitimo/emails.csv,
432,0,stokley-c/chris_stokley/volume_mang_/104.,dataset/legitimo/emails.csv,
433,1,4108aa0edfa8f236,dataset/phishing/phishing_2024.csv,179
434,0,taylor-m/all_documents/804.,dataset/legitimo/emails.csv,
435,0,perlingiere-d/all_documents/92.,dataset/legitimo/emails.csv,
436,0,kean-s/rice/127.,dataset/legitimo/emails.csv,
437,1,edcb3431bec99b76,dataset/phishing/Nazario_5.csv,1604
438,1,e849e6dec670ebd5,dataset/phishing/phishing.csv,446
439,0,kean-s/all_documents/5119.,dataset/legitimo/emails.csv,
440,1,db94bced8521ddc3,dataset/phishing/phishing_2024.csv,5
441,1,b058895eb2c03080,dataset/phishing/phishing.csv,213
442,0,gay-r/deleted_items/96.,dataset/legitimo/emails.csv,
443,1,6504e2f9968735dc,dataset/phishing/phishing_2024.csv,205
444,0,germany-c/_sent_mail/1822.,dataset/legitimo/emails.csv,
445,1,37a974ce7e507688,dataset/phishing/phishing_2024.csv,163
446,1,c7353f9da9ecff09,dataset/phishing/Nazario_5.csv,1959
447,0,hain-m/all_documents/495.,dataset/legitimo/emails.csv,
448,1,e572bf9b191344dd,dataset/phishing/phishing_2024.csv,313
449,0,kean-s/all_documents/2183.,dataset/legitimo/emails.csv,
450,1,4d0aca1fee8c3173,dataset/phishing/phishing.csv,155
451,0,germany-c/_sent_mail/574.,dataset/legitimo/emails.csv,
452,1,00f7d341e813150c,dataset/phishing/phishing.csv,2
453,0,donoho-l/sent_items/168.,dataset/legitimo/emails.csv,
454,0,jones-t/all_documents/128.,dataset/legitimo/emails.csv,
455,0,beck-s/sent_items/335.,dataset/legitimo/emails.csv,
456,1,0c1ec7dc2b53557b,dataset/phishing/phishing.csv,382
457,0,kitchen-l/_americas/portland/181.,dataset/legitimo/emails.csv,
458,0,linder-e/all_documents/163.,dataset/legitimo/emails.csv,
459,1,d146ea2b7a9193b3,dataset/phishing/phishing_2024.csv,56
460,1,7e68c1c4f3f83cb7,dataset/phishing/phishing.csv,301
461,1,7f4d3b384c8643f6,dataset/phishing/phishing.csv,423
462,1,7378be37028d1053,dataset/phishing/phishing_2024.csv,353
463,0,taylor-m/all_documents/2638.,dataset/legitimo/emails.csv,
464,1,69e47332a688bea8,dataset/phishing/phishing_2024.csv,8
465,1,db8185c54726f111,dataset/phishing/phishing.csv,311
466,1,c1b06e704e2933ce,dataset/phishing/phishing.csv,205
467,1,4355600a9a6926aa,dataset/phishing/Nazario_5.csv,2517
468,1,39908d1b0c8c8a9b,dataset/phishing/phishing.csv,272
469,1,3e9fbe7ff7123b56,dataset/phishing/Nazario_5.csv,1542
470,1,e66fcdcf34047593,dataset/phishing/phishing_2024.csv,15
471,1,98ef9aaaac360df2,dataset/phishing/phishing_2024.csv,185
472,1,43d04e7ea9477305,dataset/phishing/Nazario_5.csv,2904
473,0,rogers-b/_sent_mail/692.,dataset/legitimo/emails.csv,
474,0,lavorato-j/_sent_mail/192.,dataset/legitimo/emails.csv,
475,1,26089162290e671f,dataset/phishing/phishing_2024.csv,59
476,1,fda16267cdadb5a4,dataset/phishing/phishing_2024.csv,280
477,1,99a091a26601182d,dataset/phishing/phishing.csv,464
478,1,b1211369e177a9f7,dataset/phishing/phishing.csv,313
479,0,shackleton-s/all_documents/8521.,dataset/legitimo/emails.csv,
480,0,badeer-r/all_documents/70.,dataset/legitimo/emails.csv,
481,0,dorland-c/sent_items/515.,dataset/legitimo/emails.csv,
482,1,b598d835a0657d51,dataset/phishing/phishing.csv,279
483,1,784f3d9bc1d297a8,dataset/phishing/phishing.csv,462
484,0,buy-r/inbox/282.,dataset/legitimo/emails.csv,
485,0,dean-c/info3/10.,dataset/legitimo/emails.csv,
486,1,91bce33374ae7d47,dataset/phishing/phishing_2024.csv,322
487,1,24bb33fdd1442b0a,dataset/phishing/phishing.csv,351
488,1,6298a7dcf420960d,dataset/phishing/Nazario_5.csv,2991
489,1,3d887dc55b42f2b2,dataset/phishing/phishing.csv,429
490,0,kitchen-l/_americas/sec/19.,dataset/legitimo/emails.csv,
491,1,e339c570ae3d9f90,dataset/phishing/phishing.csv,475
492,0,taylor-m/all_documents/3563.,dataset/legitimo/emails.csv,
493,1,5e1c0ccee163c3d2,dataset/phishing/phishing_2024.csv,117
494,1,75cb307fd67d9e8a,dataset/phishing/phishing_2024.csv,366
495,1,304e89ee1c00bc9b,dataset/phishing/phishing_2024.csv,381
496,0,sanders-r/all_documents/1677.,dataset/legitimo/emails.csv,
497,1,d14364511b7c21c7,dataset/phishing/phishing.csv,457
498,0,hyatt-k/deleted_items/179.,dataset/legitimo/emails.csv,
499,1,7d0ec102cb05b3c1,dataset/phishing/phishing_2024.csv,299
500,0,may-l/inbox/227.,dataset/legitimo/emails.csv,
501,1,3fe098f7b9c8f8c1,dataset/phishing/phishing_2024.csv,134
502,1,6a856b8a8f40ea37,dataset/phishing/Nazario_5.csv,2773
503,0,jones-t/all_documents/2853.,dataset/legitimo/emails.csv,
504,0,shankman-j/all_documents/11.,dataset/legitimo/emails.csv,
505,0,lokay-m/all_documents/1982.,dataset/legitimo/emails.csv,
506,0,forney-j/deleted_items/84.,dataset/legitimo/emails.csv,
507,1,5553246dbee67c84,dataset/phishing/phishing.csv,203
508,0,giron-d/_sent_mail/404.,dataset/legitimo/emails.csv,
509,0,griffith-j/all_documents/286.,dataset/legitimo/emails.csv,
510,1,87ad3d135ccac051,dataset/phishing/phishing.csv,187
511,1,c58f288b80359f4a,dataset/phishing/phishing.csv,333
512,1,efdbd9f3fd817fc2,dataset/phishing/phishing_2024.csv,147
513,0,shackleton-s/all_documents/5158.,dataset/legitimo/emails.csv,
514,0,jones-t/all_documents/11875.,dataset/legitimo/emails.csv,
515,0,kean-s/all_documents/1803.,dataset/legitimo/emails.csv,
516,1,b255287b654db7f8,dataset/phishing/Nazario_5.csv,1745
517,1,ecf0810aeab14338,dataset/phishing/phishing.csv,312
518,0,keavey-p/all_documents/151.,dataset/legitimo/emails.csv,
519,0,beck-s/all_documents/1141.,dataset/legitimo/emails.csv,
520,0,kean-s/all_documents/5815.,dataset/legitimo/emails.csv,
521,1,e8ed092820b3239f,dataset/phishing/phishing.csv,418
522,0,geaccone-t/gpg/11.,dataset/legitimo/emails.csv,
523,1,94cfea341eb64738,dataset/phishing/phishing_2024.csv,330
524,1,67e0ea667de5793f,dataset/phishing/phishing_2024.csv,343
525,1,78cd5412a37b2c40,dataset/phishing/phishing_2024.csv,393
526,1,1f508ff679ef13d3,dataset/phishing/phishing_2024.csv,100
527,1,664ad4df99d3ae13,dataset/phishing/phishing.csv,377
528,1,cc3309896e4b3dda,dataset/phishing/Nazario_5.csv,2542
529,0,sager-e/all_documents/710.,dataset/legitimo/emails.csv,
530,0,dasovich-j/all_documents/11286.,dataset/legitimo/emails.csv,
531,0,sager-e/all_documents/701.,dataset/legitimo/emails.csv,
532,1,3d7078afaee47013,dataset/phishing/phishing.csv,15
533,1,153067329ca1f2d4,dataset/phishing/phishing_2024.csv,314
534,1,68887e2708cb4824,dataset/phishing/Nazario_5.csv,1640
535,0,jones-t/all_documents/12395.,dataset/legitimo/emails.csv,
536,0,kaminski-v/all_documents/4944.,dataset/legitimo/emails.csv,
537,1,4bae182285a6074b,dataset/phishing/Nazario_5.csv,2034
538,1,245403fdad958969,dataset/phishing/phishing_2024.csv,36
539,0,farmer-d/all_documents/3964.,dataset/legitimo/emails.csv,
540,1,98ad6bf8a29f1eb8,dataset/phishing/phishing.csv,220
541,0,sager-e/all_documents/126.,dataset/legitimo/emails.csv,
542,0,cash-m/inbox/dlr/8.,dataset/legitimo/emails.csv,
543,0,lenhart-m/all_documents/1965.,dataset/legitimo/emails.csv,
544,0,richey-c/sent_items/215.,dataset/legitimo/emails.csv,
545,1,be5346c19a2d6c37,dataset/phishing/Nazario_5.csv,1777
546,1,be4d2f33372e9230,dataset/phishing/phishing_2024.csv,336
547,0,haedicke-m/all_documents/1020.,dataset/legitimo/emails.csv,
548,0,symes-k/all_documents/1809.,dataset/legitimo/emails.csv,
549,0,kean-s/all_documents/599.,dataset/legitimo/emails.csv,
550,1,e34705557b65c2a4,dataset/phishing/phishing_2024.csv,153
551,1,7c2bdcf935a13b28,dataset/phishing/phishing.csv,45
552,1,62edda22fbb48304,dataset/phishing/phishing.csv,314
553,0,dasovich-j/all_documents/4727.,dataset/legitimo/emails.csv,
554,1,3fd5beb6cd6cc69b,dataset/phishing/phishing.csv,106
555,0,keiser-k/inbox/159.,dataset/legitimo/emails.csv,
556,0,haedicke-m/all_documents/1283.,dataset/legitimo/emails.csv,
557,0,kean-s/all_documents/485.,dataset/legitimo/emails.csv,
558,1,41e2d7baf1ce6a7e,dataset/phishing/phishing.csv,113
559,0,corman-s/deleted_items/286.,dataset/legitimo/emails.csv,
560,1,c5d425aeb14810ec,dataset/phishing/phishing_2024.csv,70
561,0,allen-p/deleted_items/62.,dataset/legitimo/emails.csv,
562,1,887e7c1442845d17,dataset/phishing/Nazario_5.csv,1993
563,1,6e63ba6e22128dbb,dataset/phishing/phishing_2024.csv,370
564,1,e269842bd66b9376,dataset/phishing/phishing_2024.csv,212
565,0,love-p/_sent_mail/262.,dataset/legitimo/emails.csv,
566,0,bailey-s/all_documents/1.,dataset/legitimo/emails.csv,
567,1,2b5546c5652e4c3b,dataset/phishing/Nazario_5.csv,1877
568,0,taylor-m/all_documents/257.,dataset/legitimo/emails.csv,
569,1,316306e0cb353fbf,dataset/phishing/phishing.csv,77
570,0,delainey-d/_sent_mail/304.,dataset/legitimo/emails.csv,
571,0,jones-t/all_documents/4817.,dataset/legitimo/emails.csv,
572,0,kaminski-v/_sent_mail/4494.,dataset/legitimo/emails.csv,
573,0,mann-k/all_documents/910.,dataset/legitimo/emails.csv,
574,1,ceb8df88de1109bc,dataset/phishing/phishing_2024.csv,54
575,0,germany-c/_sent_mail/605.,dataset/legitimo/emails.csv,
576,1,765d2d8aca02f5bd,dataset/phishing/phishing_2024.csv,80
577,0,kaminski-v/all_documents/5218.,dataset/legitimo/emails.csv,
578,0,rodrique-r/_sent_mail/90.,dataset/legitimo/emails.csv,
579,0,farmer-d/all_documents/2992.,dataset/legitimo/emails.csv,
580,0,rodrique-r/_sent_mail/192.,dataset/legitimo/emails.csv,
581,0,germany-c/deleted_items/253.,dataset/legitimo/emails.csv,
582,0,kean-s/all_documents/6228.,dataset/legitimo/emails.csv,
583,1,71eeeeb81f3f2f8c,dataset/phishing/phishing.csv,352
584,1,4288c2100673b0f9,dataset/phishing/Nazario_5.csv,2644
585,1,d3da5f1042d8a4b3,dataset/phishing/phishing.csv,454
586,0,dasovich-j/all_documents/13017.,dataset/legitimo/emails.csv,
587,0,dasovich-j/all_documents/1643.,dataset/legitimo/emails.csv,
588,1,ed9999eb6395830e,dataset/phishing/phishing.csv,350
589,1,5085f1119573afda,dataset/phishing/phishing.csv,251
590,0,maggi-m/deleted_items/1331.,dataset/legitimo/emails.csv,
591,1,f3f9025ddc31a216,dataset/phishing/phishing_2024.csv,317
592,0,fossum-d/_sent_mail/678.,dataset/legitimo/emails.csv,
593,0,shapiro-r/all_documents/243.,dataset/legitimo/emails.csv,
594,0,kitchen-l/_americas/esvl/485.,dataset/legitimo/emails.csv,
595,1,972e099622dec261,dataset/phishing/phishing.csv,162
596,0,keavey-p/all_documents/297.,dataset/legitimo/emails.csv,
597,0,farmer-d/sent_items/391.,dataset/legitimo/emails.csv,
598,1,f1f31c716b8f2a3f,dataset/phishing/Nazario_5.csv,2757
599,1,8f0195f44523f249,dataset/phishing/Nazario_5.csv,2586
600,1,cde0f795fe1e7406,dataset/phishing/Nazario_5.csv,2022
601,1,d8f5fe7cb312335a,dataset/phishing/phishing_2024.csv,162
602,1,1f9a8a9d6fa6f1c5,dataset/phishing/phishing_2024.csv,143
603,0,delainey-d/_sent_mail/840.,dataset/legitimo/emails.csv,
604,0,baughman-d/all_documents/374.,dataset/legitimo/emails.csv,
605,0,kean-s/all_documents/1242.,dataset/legitimo/emails.csv,
606,0,mims-thurston-p/deleted_items/275.,dataset/legitimo/emails.csv,
607,0,mann-k/_sent_mail/906.,dataset/legitimo/emails.csv,
608,1,96b45a9f6560d5a7,dataset/phishing/phishing.csv,327
609,0,dasovich-j/all_documents/29329.,dataset/legitimo/emails.csv,
610,0,taylor-m/all_documents/8027.,dataset/legitimo/emails.csv,
611,1,b1066ad2c29c5f8d,dataset/phishing/phishing_2024.csv,187
612,1,b43d47864b4d4de6,dataset/phishing/Nazario_5.csv,2437
613,0,shapiro-r/deleted_items/1181.,dataset/legitimo/emails.csv,
614,0,shankman-j/all_documents/421.,dataset/legitimo/emails.csv,
615,0,nemec-g/all_documents/4563.,dataset/legitimo/emails.csv,
616,0,stclair-c/all_documents/560.,dataset/legitimo/emails.csv,
617,0,rodrique-r/_sent_mail/251.,dataset/legitimo/emails.csv,
618,1,bf5b5f246151fc3c,dataset/phishing/Nazario_5.csv,1987
619,1,1e7aac79905fbb68,dataset/phishing/Nazario_5.csv,2605
620,0,whalley-g/_sent_mail/24.,dataset/legitimo/emails.csv,
621,0,shankman-j/all_documents/535.,dataset/legitimo/emails.csv,
622,1,2bd9a53a775a33b5,dataset/phishing/phishing_2024.csv,383
623,1,4879c6b111d546f7,dataset/phishing/phishing_2024.csv,200
624,0,shackleton-s/all_documents/2639.,dataset/legitimo/emails.csv,
625,0,mann-k/_sent_mail/1.,dataset/legitimo/emails.csv,
626,0,shackleton-s/all_documents/10223.,dataset/legitimo/emails.csv,
627,0,love-p/_sent_mail/576.,dataset/legitimo/emails.csv,
628,1,972f2c8ebf43a409,dataset/phishing/phishing_2024.csv,66
629,0,guzman-m/all_documents/1152.,dataset/legitimo/emails.csv,
630,1,5e1c666fedcb824f,dataset/phishing/phishing.csv,318
631,0,campbell-l/all_documents/302.,dataset/legitimo/emails.csv,
632,1,ad7b2199b57043ff,dataset/phishing/phishing.csv,403
633,0,germany-c/_sent_mail/1782.,dataset/legitimo/emails.csv,
634,1,db91619c515a58b6,dataset/phishing/phishing.csv,261
635,1,417de7becd80a500,dataset/phishing/phishing_2024.csv,137
636,0,love-p/all_documents/550.,dataset/legitimo/emails.csv,
637,0,dasovich-j/all_documents/3383.,dataset/legitimo/emails.csv,
638,1,8ee21759eb24dcee,dataset/phishing/phishing.csv,230
639,0,shankman-j/all_documents/1132.,dataset/legitimo/emails.csv,
640,0,jones-t/all_documents/9405.,dataset/legitimo/emails.csv,
641,1,2613695bedb15453,dataset/phishing/phishing.csv,62
642,1,f5809b6598f6abc9,dataset/phishing/phishing_2024.csv,227
643,0,brawner-s/_sent_mail/26.,dataset/legitimo/emails.csv,
644,0,bass-e/inbox/7.,dataset/legitimo/emails.csv,
645,0,shackleton-s/all_documents/499.,dataset/legitimo/emails.csv,
646,1,b1061ead22170720,dataset/phishing/phishing.csv,409
647,1,c95374648f465e94,dataset/phishing/phishing_2024.csv,79
648,0,jones-t/all_documents/12032.,dataset/legitimo/emails.csv,
649,0,hain-m/all_documents/1155.,dataset/legitimo/emails.csv,
650,0,derrick-j/all_documents/49.,dataset/legitimo/emails.csv,
651,0,farmer-d/_sent_mail/472.,dataset/legitimo/emails.csv,
652,0,taylor-m/sent_items/551.,dataset/legitimo/emails.csv,
653,0,lenhart-m/all_documents/1995.,dataset/legitimo/emails.csv,
654,0,jones-t/all_documents/10337.,dataset/legitimo/emails.csv,
655,1,6e86a818ddbc2f63,dataset/phishing/phishing.csv,128
656,0,love-p/_sent_mail/669.,dataset/legitimo/emails.csv,
657,0,brawner-s/all_documents/94.,dataset/legitimo/emails.csv,
658,1,10f092f0bb0f9eb7,dataset/phishing/phishing_2024.csv,105
659,1,db4e7be470ee6b3d,dataset/phishing/phishing_2024.csv,88
660,1,3fbcac47d57266c7,dataset/phishing/phishing.csv,86
661,1,3d50e187692c415f,dataset/phishing/Nazario_5.csv,1887
662,0,brawner-s/inbox/147.,dataset/legitimo/emails.csv,
663,1,70072eb91a654d45,dataset/phishing/phishing.csv,428
664,0,dasovich-j/all_documents/8672.,dataset/legitimo/emails.csv,
665,0,symes-k/_sent_mail/374.,dataset/legitimo/emails.csv,
666,1,21c56a67efe9ea15,dataset/phishing/phishing.csv,89
667,0,guzman-m/all_documents/487.,dataset/legitimo/emails.csv,
668,1,fa677a8985d8f989,dataset/phishing/phishing.csv,371
669,1,7d2b1a6a93fe2d4f,dataset/phishing/phishing.csv,6
670,1,1650a9dd324dd85d,dataset/phishing/phishing_2024.csv,357
671,0,mcconnell-m/all_documents/458.,dataset/legitimo/emails.csv,
672,1,dfa729d1a766a901,dataset/phishing/Nazario_5.csv,2619
673,1,8eddbaf5740cf033,dataset/phishing/Nazario_5.csv,2110
674,1,43bfbda082572293,dataset/phishing/phishing_2024.csv,22
675,1,b8526a97d5132fec,dataset/phishing/phishing_2024.csv,63
676,0,rogers-b/all_documents/1443.,dataset/legitimo/emails.csv,
677,1,f7b4857fe7a44a2e,dataset/phishing/phishing.csv,328
678,1,8ff94afc7d155964,dataset/phishing/Nazario_5.csv,2182
679,0,williams-j/sent_items/57.,dataset/legitimo/emails.csv,
680,0,lokay-m/tw_commercial_group/1609.,dataset/legitimo/emails.csv,
681,0,farmer-d/all_documents/2584.,dataset/legitimo/emails.csv,
682,1,c0ed3bbea17d8fc5,dataset/phishing/phishing_2024.csv,312
683,0,kaminski-v/all_documents/691.,dataset/legitimo/emails.csv,
684,0,horton-s/deleted_items/374.,dataset/legitimo/emails.csv,
685,0,dasovich-j/all_documents/2300.,dataset/legitimo/emails.csv,
686,0,guzman-m/all_documents/2.,dataset/legitimo/emails.csv,
687,0,jones-t/all_documents/10918.,dataset/legitimo/emails.csv,
688,0,campbell-l/all_documents/1612.,dataset/legitimo/emails.csv,
689,0,dasovich-j/deleted_items/775.,dataset/legitimo/emails.csv,
690,1,fe37cce11ba5e9a5,dataset/phishing/phishing.csv,368
691,1,3dc55c35bbd2f4ce,dataset/phishing/phishing_2024.csv,11
692,1,fe4ae23a36ca3e24,dataset/phishing/phishing_2024.csv,390
693,0,shackleton-s/all_documents/388.,dataset/legitimo/emails.csv,
694,0,bass-e/all_documents/346.,dataset/legitimo/emails.csv,
695,0,dasovich-j/all_documents/13044.,dataset/legitimo/emails.csv,
696,1,abc923280a0006fd,dataset/phishing/phishing.csv,195
697,0,maggi-m/deleted_items/700.,dataset/legitimo/emails.csv,
698,1,22527b812e02f67e,dataset/phishing/phishing_2024.csv,310
699,1,324a85e802061c9b,dataset/phishing/phishing.csv,91
700,0,kaminski-v/all_documents/1953.,dataset/legitimo/emails.csv,
701,0,geaccone-t/inbox/252.,dataset/legitimo/emails.csv,
702,1,289e61d6303e6076,dataset/phishing/phishing_2024.csv,28
703,0,heard-m/sent_items/436.,dataset/legitimo/emails.csv,
704,1,0f4378a96034e36b,dataset/phishing/phishing.csv,57
705,0,bass-e/sent_items/158.,dataset/legitimo/emails.csv,
706,1,4bbbafc257962f04,dataset/phishing/phishing_2024.csv,239
707,1,ff29233a48444b7b,dataset/phishing/phishing_2024.csv,276
708,1,e9836b17607600ca,dataset/phishing/phishing.csv,245
709,1,dbc8d8f5adcdcea2,dataset/phishing/phishing.csv,122
710,1,4500a4cf47ef5d8d,dataset/phishing/Nazario_5.csv,1888
711,0,beck-s/all_documents/3.,dataset/legitimo/emails.csv,
712,1,d0c47fc919360b19,dataset/phishing/Nazario_5.csv,2372
713,1,15223b503cd953ae,dataset/phishing/phishing.csv,192
714,1,1574fd7170c87ac4,dataset/phishing/phishing_2024.csv,397
715,1,2c659cc88f0360c5,dataset/phishing/phishing_2024.csv,178
716,0,reitmeyer-j/inbox/431.,dataset/legitimo/emails.csv,
717,1,286c0027ec16edf3,dataset/phishing/phishing.csv,19
718,1,dafc2e632c0c6e3d,dataset/phishing/phishing.csv,472
719,0,keavey-p/inbox/26.,dataset/legitimo/emails.csv,
720,1,b8019c085b504865,dataset/phishing/phishing.csv,326
721,0,cuilla-m/deleted_items/438.,dataset/legitimo/emails.csv,
722,1,85a1e6d365177f6d,dataset/phishing/phishing.csv,478
723,0,kean-s/all_documents/921.,dataset/legitimo/emails.csv,
724,0,nemec-g/sent_items/56.,dataset/legitimo/emails.csv,
725,1,acfe83aab0591a66,dataset/phishing/phishing_2024.csv,267
726,1,162ad80b8dfc02d8,dataset/phishing/phishing.csv,32
727,1,14771e10d2993e9c,dataset/phishing/Nazario_5.csv,2318
728,1,97943e0f9991b543,dataset/phishing/phishing_2024.csv,331
729,1,63aad0f14039577d,dataset/phishing/Nazario_5.csv,2717
730,1,1a20d932a69c1878,dataset/phishing/phishing.csv,236
731,1,5c2bc5ba0b028050,dataset/phishing/Nazario_5.csv,2443
732,1,e682b4723b35cecc,dataset/phishing/phishing.csv,367
733,1,72e3184bca2c9c25,dataset/phishing/phishing_2024.csv,146
734,0,farmer-d/_sent_mail/604.,dataset/legitimo/emails.csv,
735,1,7f1b36e53de76b19,dataset/phishing/phishing_2024.csv,306
736,0,mann-k/_sent_mail/4023.,dataset/legitimo/emails.csv,
737,0,kean-s/all_documents/4721.,dataset/legitimo/emails.csv,
738,1,74e4c8e9d3a19c4e,dataset/phishing/phishing.csv,384
739,1,061619281852ba0d,dataset/phishing/phishing_2024.csv,224
740,1,a6d4d5e63e4aeec5,dataset/phishing/phishing.csv,161
741,0,symes-k/_sent_mail/178.,dataset/legitimo/emails.csv,
742,1,ce1d06df0212b670,dataset/phishing/phishing.csv,406
743,1,555e18c7da8f41e7,dataset/phishing/phishing.csv,88
744,1,aba813109af65fb4,dataset/phishing/phishing.csv,51
745,1,d0f749a76396313a,dataset/phishing/phishing_2024.csv,39
746,1,a092eac516283c8c,dataset/phishing/phishing.csv,170
747,1,497fb5a0d9aff7a4,dataset/phishing/phishing_2024.csv,388
748,0,mckay-b/all_documents/16.,dataset/legitimo/emails.csv,
749,0,arora-h/inbox/saved_mail/28.,dataset/legitimo/emails.csv,
750,0,guzman-m/all_documents/125.,dataset/legitimo/emails.csv,
751,0,weldon-c/sent_items/7.,dataset/legitimo/emails.csv,
752,0,lewis-a/inbox/47.,dataset/legitimo/emails.csv,
753,1,cc0fae46a24a707f,dataset/phishing/phishing_2024.csv,74
754,0,ward-k/sent_items/62.,dataset/legitimo/emails.csv,
755,1,06febdcb05a396fb,dataset/phishing/phishing.csv,197
756,0,beck-s/all_documents/343.,dataset/legitimo/emails.csv,
757,0,perlingiere-d/all_documents/358.,dataset/legitimo/emails.csv,
758,1,7645e2551952881b,dataset/phishing/Nazario_5.csv,2767
759,0,mann-k/all_documents/537.,dataset/legitimo/emails.csv,
760,0,corman-s/deleted_items/114.,dataset/legitimo/emails.csv,
761,1,1d5b0d95a1f7066b,dataset/phishing/phishing_2024.csv,113
762,1,dee5403f7e30da0c,dataset/phishing/phishing.csv,389
763,0,kean-s/all_documents/1572.,dataset/legitimo/emails.csv,
764,0,scott-s/sent_items/325.,dataset/legitimo/emails.csv,
765,0,blair-l/deleted_items/621.,dataset/legitimo/emails.csv,
766,0,staab-t/deleted_items/266.,dataset/legitimo/emails.csv,
767,0,kaminski-v/all_documents/2057.,dataset/legitimo/emails.csv,
768,1,f668dd9143e6b8d2,dataset/phishing/phishing_2024.csv,191
769,0,hyatt-k/inbox/22.,dataset/legitimo/emails.csv,
770,1,edcee336d0ec3bea,dataset/phishing/phishing.csv,271
771,0,dasovich-j/sent_items/335.,dataset/legitimo/emails.csv,
772,0,bass-e/all_documents/82.,dataset/legitimo/emails.csv,
773,0,king-j/deleted_items/288.,dataset/legitimo/emails.csv,
774,1,3d53b9392e2fa145,dataset/phishing/phishing.csv,353
775,1,0d7079b6ae8de3f8,dataset/phishing/phishing_2024.csv,4
776,0,lavorato-j/_sent_mail/239.,dataset/legitimo/emails.csv,
777,0,stokley-c/chris_stokley/volume_mang_/75.,dataset/legitimo/emails.csv,
778,1,434c315b92703679,dataset/phishing/phishing.csv,349
779,1,30007ac27a1fff65,dataset/phishing/phishing.csv,480
780,1,ead7aa078e8f92c0,dataset/phishing/phishing_2024.csv,257
781,1,caa99ef6397f2d1c,dataset/phishing/phishing.csv,417
782,1,c0b06aa5a356879c,dataset/phishing/phishing_2024.csv,152
783,1,8b667fb0f3a9d5d8,dataset/phishing/Nazario_5.csv,1743
784,1,dd58ab9429617935,dataset/phishing/phishing.csv,201
785,0,lenhart-m/all_documents/568.,dataset/legitimo/emails.csv,
786,1,474aa1a08c81d577,dataset/phishing/phishing_2024.csv,214
787,1,9547f165a7e3f835,dataset/phishing/Nazario_5.csv,2349
788,0,guzman-m/all_documents/727.,dataset/legitimo/emails.csv,
789,1,ef7f9b19928a2238,dataset/phishing/Nazario_5.csv,1515
790,0,guzman-m/all_documents/1897.,dataset/legitimo/emails.csv,
791,0,tycholiz-b/inbox/142.,dataset/legitimo/emails.csv,
792,1,bc7d3b3089c2824d,dataset/phishing/Nazario_5.csv,2570
793,0,kean-s/all_documents/1927.,dataset/legitimo/emails.csv,
794,1,e979f3b2bfc05870,dataset/phishing/phishing.csv,337
795,1,f61208ebab5e7e4f,dataset/phishing/Nazario_5.csv,2549
796,1,439d04f717c8ec8a,dataset/phishing/phishing_2024.csv,32
797,0,beck-s/all_documents/2388.,dataset/legitimo/emails.csv,
798,0,meyers-a/deleted_items/584.,dataset/legitimo/emails.csv,
799,1,68fc927105db84bd,dataset/phishing/phishing.csv,424
800,1,e309d4a6916c9a60,dataset/phishing/Nazario_5.csv,2807
801,0,beck-s/_sent_mail/225.,dataset/legitimo/emails.csv,
802,1,caa0f14ea75fd251,dataset/phishing/phishing.csv,111
803,1,bba9ccc10bbb1b11,dataset/phishing/phishing.csv,140
